"Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Ref_ID","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","yearCategory","Planning_Status_Summary","NearestTurbineBuilt","NearestTurbinePlanned","NearestTurbineRejected","lon","lat","Airports","AONB","ARoads","BRoads","HCoast","HVpowerline","MilitarySites","MinRoads","Motorways","NationalParks","NNR","Powerlines","PrimaryRoads","Railway","RAMSAR","SACS","SPA","SSSI","UrbanLarge","UrbanRegions","UrbanSmall","Slope","UKElevation","WindSpeed45","CensusMerged","AgeTotal","AgeMean","AgeMedian","QualTotal","QualLevel4","QualPercL4","SocGrdTot","SocGrdAB","TenureTotal","TenureOwned","PercOwn","Year","Authority","Code","Type","Council_si","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_sha"
"L_0044",533065,258036,"Rockery Farm",1,2,2,"Refused/Abandoned","3162","29/06/2011","Cambridgeshire","Eastern","England","02/08/2002",NA,NA,"Large",2002,"Before 2010",0,2.6,0.2,0.2,-0.0542028518534236,52.2044949035675,4.118,32.349,2.377,2.099,93.154,4.655,6.041,0.005,8.74,103.031,24.143,4.656,1.741,11.066,17.772,4.723,17.772,1.559,1.379,1.065,1.065,0.290249705314636,65,6,"E01033116",1686,38.1,39,1274,611,48,476,45.2,641,424,66,2002,"South Cambridgeshire",506,1,55,22,6,16,11,NA,"NOC",28,40,10.9090909090909,29.0909090909091,20,NA
"L_0045",430000,590000,"Lynemouth Windfarm",3,0.8,2.4,"Refused/Abandoned","3255","24/09/2010","Northumberland","North East","England","13/10/2006",NA,NA,"Large",2006,"Before 2010",0,42.2,42.2,100.6,-1.53018671518563,55.2033520941427,19.746,15.075,1.122,2.371,3.336,0.196,13.732,0.091,25.08,24.386,41.356,0.262,1.328,0.268,1.368,15.292,1.375,1.115,1.619,0.268,0.268,1.16084980964661,6,7,"E01027542",1811,40.8,41,1422,167,12,548,6.8,843,323,38,2006,"Northumberland",2800,2,67,14,35,14,4,NA,"Lab",34,20.8955223880597,52.2388059701493,20.8955223880597,5.97014925373134,NA
"L_0046",295856,199544,"Maerdy extension",1,3,3,"Refused/Abandoned","3643","22/05/2015","Mid Glamorgan","Wales","Wales","01/05/2014",NA,NA,"Large",2014,"2010 Onwards",0,9,9,26.6,-3.50785915483621,51.6849650149546,32.957,34.563,1.218,2.239,50.347,6.093,7.502,2.901,17.136,6.162,9.737,6.093,5.442,2.364,24.36,6.172,34.248,2.534,1.761,1.376,1.376,7.29287147521973,447,8,"W01001202",1780,42.2,45,1461,129,9,570,4.6,839,532,63,2014,"Rhondda Cynon Taff",7018,13,75,1,59,1,5,9,"Lab",38,1.33333333333333,78.6666666666667,1.33333333333333,6.66666666666667,12
"L_0047",349269,717002,"Kenly Wind Farm (University of St Andrew's)",6,2.3,13.8,"Refused/Abandoned","4635","18/01/2017","Fife","Scotland","Scotland","20/06/2011",NA,NA,"Large",2011,"2010 Onwards",0,0.6,0.6,3.3,-2.82227402936239,56.3426404955512,3.524,48.473,1.475,0.802,76.842,13.598,3.524,0.729,34.062,53.944,9.277,13.598,0.461,5.568,1.014,1.017,1.016,1.016,0.591,0.591,2.595,3.24362945556641,11,7,"S01002993",703,43.7,46,590,294,50,427,41,311,218,70,2011,"Fife",8016,12,78,5,24,21,5,23,"NOC",40,6.41025641025641,30.7692307692308,26.9230769230769,6.41025641025641,29.4871794871795
"L_0048",359395,492235,"Killington Wind Farm",3,3.4,10.2,"Refused/Abandoned","4090","30/12/2014","Cumbria","North West","England","01/10/2012",NA,NA,"Large",2012,"2010 Onwards",0,11.7,9.6,9.6,-2.62580291540882,54.324065900304,41.813,14.709,0.522,2.791,66.345,2.36,28.077,0.012,0.213,3.136,14.414,2.36,0.788,3.746,13.514,4.319,13.514,3.968,5.338,3.16,3.16,2.63440299034119,210,7,"E01019394",2313,43.8,48,1908,717,38,677,31.9,926,760,82,2012,"South Lakeland",906,1,51,14,3,34,0,NA,"LD",26,27.4509803921569,5.88235294117647,66.6666666666667,0,NA
"L_0049",308700,534457,"Fleeter Wood Wind Farm",5,2,10,"Refused/Abandoned","3053","30/03/2009","Cumbria","North West","England","17/12/2007",NA,NA,"Large",2007,"Before 2010",0,1.5,1.5,2.3,-3.41812874362021,54.6968347762824,23.956,4.343,0.202,4.735,23.125,1.207,11.092,0.112,36.732,4.277,8.978,1.208,3.317,3.366,11.142,3.129,11.071,3.128,3.924,1.022,1.022,1.45254397392273,77,7,"E01019086",1120,45.6,47,942,427,45,285,47,460,375,82,2007,"Allerdale",901,1,56,19,21,4,12,NA,"NOC",29,33.9285714285714,37.5,7.14285714285714,21.4285714285714,NA
"L_0050",639100,293300,"Stockton Wind Turbine",2,0,1.5,"Refused/Abandoned","2549","03/08/2005","Norfolk","Eastern","England","09/03/1998",NA,NA,"Large",1998,"Before 2010",0,7.9,7.9,9.7,1.52008823893042,52.4851871805099,24.369,9.471,4.184,3.553,15.815,1.367,17.102,0.212,101.377,1.428,9.659,1.368,0.205,4.469,1.424,1.424,1.424,0.907,3.598,0.394,0.394,0.649392008781433,24,6,"E01026899",1479,43.2,45,1195,320,27,404,20.5,602,448,74,1998,"South Norfolk",2607,1,47,12,3,30,2,NA,"LD",24,25.531914893617,6.38297872340426,63.8297872340426,4.25531914893617,NA
"L_0051",639700,294700,"Brundish Wind Turbine",0,0,1.5,"Refused/Abandoned","2550","02/05/2006","Norfolk","Eastern","England","09/03/1998",NA,NA,"Large",1998,"Before 2010",0,198.6,191.7,191.7,1.52991380874698,52.4974862069634,25.121,9.966,4.588,2.423,16.215,1.039,18.391,0.56,102.585,2.772,8.442,1.039,0.926,4.902,2.778,2.779,2.779,2.218,4.192,1.065,1.065,2.48498606681824,34,6,"E01026899",1479,43.2,45,1195,320,27,404,20.5,602,448,74,1998,"South Norfolk",2607,1,47,12,3,30,2,NA,"LD",24,25.531914893617,6.38297872340426,63.8297872340426,4.25531914893617,NA
"L_0052",344946,842224,"Cairnborrow",10,2.5,25,"Refused/Abandoned","3622","14/09/2012","Grampian","Scotland","Scotland","02/06/2011",NA,NA,"Large",2011,"2010 Onwards",0,199,192.1,192.1,-2.91943698142882,57.4669303557198,34.956,43.811,1.687,3.937,192.088,1.98,30.405,2.052,124.118,22.242,40.368,1.98,3.683,6.346,20.629,5.955,5.427,3.02,7.292,1.804,1.804,1.86008024215698,302,9,"S01000464",848,40.9,45,672,188,28,546,17.6,338,246,73,2011,"Aberdeenshire",8002,12,68,13,0,25,8,22,"NOC",35,19.1176470588235,0,36.7647058823529,11.7647058823529,32.3529411764706
"L_0053",432500,537500,"Old Quarrington (A)",0,0,2,"Refused/Abandoned","3145","26/11/2004","Durham","North East","England","14/06/2002",NA,NA,"Large",2002,"Before 2010",0,5,5,9.8,-1.49683701849238,54.7314373352101,5.309,22.255,1.021,1.065,12.66,2.303,13.355,0.389,1.289,34.123,0.962,2.303,1.473,2.497,14.54,4.488,14.54,0.698,5.108,0.912,0.912,2.96602845191956,118,7,"E01020695",1782,39.4,39,1465,371,25,595,22.9,807,564,70,2002,"Durham",1300,2,61,2,53,4,2,NA,"Lab",31,3.27868852459016,86.8852459016393,6.55737704918033,3.27868852459016,NA
"L_0053",432500,537500,"Old Quarrington (A)",0,0,2,"Refused/Abandoned","3145","26/11/2004","Durham","North East","England","14/06/2002",NA,NA,"Large",2002,"Before 2010",0,5,5,9.8,-1.49683701849238,54.7314373352101,5.309,22.255,1.021,1.065,12.66,2.303,13.355,0.389,1.289,34.123,0.962,2.303,1.473,2.497,14.54,4.488,14.54,0.698,5.108,0.912,0.912,2.96602845191956,118,7,"E01020695",1782,39.4,39,1465,371,25,595,22.9,807,564,70,2002,"Durham",1304,1,49,0,33,13,3,NA,"Lab",25,0,67.3469387755102,26.530612244898,6.12244897959184,NA
"L_0054",316800,955700,"Spittal Hill",30,2.5,75,"Refused/Abandoned","4040","14/06/2012","Highland","Scotland","Scotland","24/04/2007",NA,NA,"Large",2007,"Before 2010",0,6.2,6.2,27.1,-3.4285005958662,58.4815506121594,85.122,39.655,12.305,1.882,308.953,0.845,79.292,1.665,233.081,119.522,11.242,0.845,0.945,3.457,4.065,3.671,4.066,0.918,4.344,1.165,1.165,5.86689853668213,161,9,"S01003975",829,42.1,45,680,188,28,526,23.2,341,279,82,2007,"Highland",8018,12,80,0,7,21,35,17,"NOC",41,0,8.75,26.25,43.75,21.25
"L_0055",311500,930500,"Dunbeath",22,3,66,"Refused/Abandoned","4043","12/06/2013","Highland","Scotland","Scotland","12/08/2005",NA,NA,"Large",2005,"Before 2010",0,11,4.3,4.3,-3.50965968486206,58.2542578749945,60.464,50.814,15.913,21.085,286.274,3.634,60.464,0.515,207.753,93.992,17.659,3.634,3.981,16.421,3.611,2.29,3.613,1.946,27.754,3.393,3.393,4.10401439666748,194,9,"S01003969",762,50.5,53,697,143,21,464,11.6,376,261,69,2005,"Highland",8018,12,80,0,8,9,57,6,"Ind",41,0,10,11.25,71.25,7.5
"L_0056",290400,308000,"Nant Carfan Wind Farm",0,0,20.8,"Refused/Abandoned","2560","09/12/2003","Powys","Wales","Wales","20/04/1999",NA,NA,"Large",1999,"Before 2010",0,6.4,6.4,19.7,-3.62182324094885,52.6586091286528,31.613,34.914,17.152,5.227,157.445,26.509,40.325,1.229,73.162,4.22,5.842,26.509,4.433,5.011,22.822,5.179,5.179,2.009,19.282,2.774,2.774,4.85517978668213,428,7,"W01000452",1931,46,50,1614,464,29,520,21.3,825,649,79,1999,"Powys",7017,13,72,1,7,6,58,0,"Ind",37,1.38888888888889,9.72222222222222,8.33333333333333,80.5555555555556,0
"L_0057",453441,280638,"Redland Roof Tiles Ltd",1,2,2,"Refused/Abandoned","4499","05/12/2014","Leicestershire","East Midlands","England","21/08/2014",NA,NA,"Large",2014,"2010 Onwards",0,3.4,3.4,63.2,-1.21559800565754,52.4211298898172,11.26,34.204,3.505,3.823,132.193,2.833,14.045,0.057,1.595,76.45,34.515,2.833,0.494,5.133,32.129,20.841,32.131,1.052,1.935,0.798,0.798,1.04738521575928,131,6,"E01025808",2587,42.2,45,2065,770,37,756,39.8,1031,846,82,2014,"Harborough",2403,1,37,27,0,9,1,NA,"Con",19,72.972972972973,0,24.3243243243243,2.7027027027027,NA
"L_0058",315871,755635,"Green Burn Wind Farm",11,3,33,"Refused/Abandoned","3629","29/06/2017","Tayside","Scotland","Scotland","07/10/2015",NA,NA,"Large",2015,"2010 Onwards",0,3.5,2.9,2.9,-3.3749243988389,56.6848552110119,33.105,11.974,4.486,3.669,127.898,11.461,31.315,0.044,33.531,7.714,20.716,11.461,1.756,17.441,10.959,0.312,5.155,0.312,8.94,3.399,3.399,1.64396774768829,360,7,"S01005147",945,43.1,46,789,231,29,555,19.6,396,188,47,2015,"Perth & Kinross",8024,12,41,10,4,5,4,18,"NOC",21,24.390243902439,9.75609756097561,12.1951219512195,9.75609756097561,43.9024390243902
"L_0059",261804,657558,"Castlemilk and Carmunnock Community Windpark Trust",1,2.5,2.5,"Refused/Abandoned","3630","25/03/2015","Strathclyde","Scotland","Scotland","19/08/2013",NA,NA,"Large",2013,"2010 Onwards",0,5,4.5,4.5,-4.20567565418778,55.7915033978575,15.962,32.925,2.047,0.676,136.024,0.939,3.804,0.497,4.382,30.284,11.088,0.939,2.599,2.806,17.397,8.552,16.797,2.803,1.276,1.245,1.245,2.87531709671021,191,8,"S01005968",1209,43.5,44,974,289,30,681,32.2,364,312,86,2013,"South Lanarkshire",8027,12,67,3,34,1,2,27,"Lab",34,4.47761194029851,50.7462686567164,1.49253731343284,2.98507462686567,40.2985074626866
"L_0060",320526,336486,"Cefn Coed",0,0,3.9,"Refused/Abandoned","3152","27/10/2005","Clwyd","Wales","Wales","22/05/2002",NA,NA,"Large",2002,"Before 2010",0,0.9,0.9,8.3,-3.18347522088435,52.9198878232853,13.661,2.736,5.51,0.613,176.995,9.398,31.394,0.086,39.409,20.35,12.526,9.398,5.51,5.78,15.663,0.461,2.736,0.461,4.735,0.832,0.832,6.9857702255249,322,6,"W01001930",2179,43.9,46,1809,515,28,613,19.9,907,664,73,2002,"Wrexham",7022,13,52,4,24,8,16,0,"NOC",27,7.69230769230769,46.1538461538462,15.3846153846154,30.7692307692308,0
"L_0061",284000,189000,"Lluest Wen Energy Centre",0,0,2.6,"Refused/Abandoned","3153","16/04/2005","Mid Glamorgan","Wales","Wales","28/06/2002",NA,NA,"Large",2002,"Before 2010",0,28.5,28.5,41,-3.67578535804377,51.5878756032863,26.771,20.509,2.038,2.246,38.672,1.098,12.622,0.846,5.244,19.467,7.22,1.099,11.927,2.347,13.211,5.817,27.258,3.407,1.517,1.517,1.546,10.4449043273926,264,8,"W01001019",1512,41.6,43,1225,206,17,421,13.8,621,441,71,2002,"Bridgend",7004,13,54,1,40,6,5,2,"Lab",28,1.85185185185185,74.0740740740741,11.1111111111111,9.25925925925926,3.7037037037037
"L_0062",287395,573140,"Barnbackle Windfarm",2,2,5,"Refused/Abandoned","4506","25/09/2014","Dumfries and Galloway","Scotland","Scotland","08/01/2007",NA,NA,"Large",2007,"Before 2010",0,18.3,9.2,9.2,-3.76364871142472,55.0399724855367,10.491,6.402,4.172,8.888,58.191,0.722,29.323,0.435,27.015,46.076,9.227,1.582,1.255,7.572,10.229,9.23,10.218,2.937,8.451,1.017,1.017,1.29861724376678,177,7,"S01000988",565,42.5,45,458,136,30,347,19.9,223,181,81,2007,"Dumfries & Galloway",8008,12,47,18,14,3,2,10,"NOC",24,38.2978723404255,29.7872340425532,6.38297872340426,4.25531914893617,21.2765957446809
"L_0063",285285,566450,"Doon Hill Windfarm",2,2.45,4.9,"Refused/Abandoned","4507","25/09/2014","Dumfries and Galloway","Scotland","Scotland","15/01/2007",NA,NA,"Large",2007,"Before 2010",0,17.6,17.6,28.1,-3.79396421606678,54.9794019604297,4.982,7.471,1.06,3.842,51.943,2.544,22.429,0.686,31.461,42.543,11.519,2.854,5.557,12.699,10.792,11.516,10.791,4.63,4.791,0.982,0.982,5.05833959579468,130,7,"S01000964",989,44.3,48,819,241,29,601,21.1,421,320,76,2007,"Dumfries & Galloway",8008,12,47,18,14,3,2,10,"NOC",24,38.2978723404255,29.7872340425532,6.38297872340426,4.25531914893617,21.2765957446809
"L_0064",289000,371200,"Mynydd Glyn Lws Wind Farm",0,0,3.6,"Refused/Abandoned","2570","02/12/2014","Clwyd","Wales","Wales","27/03/1995",NA,NA,"Large",1995,"Before 2010",0,21.8,21.8,31.8,-3.66416974260226,53.2262080529419,18.135,18.323,1.231,2.927,140.676,0.148,10.565,0.027,41.672,12.216,12.654,0.15,7.393,7.262,21.894,10.312,7.433,2.744,6.518,2.323,2.323,4.03480529785156,282,8,"W01000122",2122,44,47,1796,556,31,594,20.7,882,624,71,1995,"Conwy",7001,13,60,9,19,18,12,2,"NOC",31,15,31.6666666666667,30,20,3.33333333333333
"L_0065",284500,374500,"Mynydd Llanelian Wind Farm",0,0,6.5,"Refused/Abandoned","2573","29/03/2005","Clwyd","Wales","Wales","02/02/2001",NA,NA,"Large",2001,"Before 2010",0,48.4,48.4,133.7,-3.73274149709226,53.254897394713,23.191,20.685,3.872,0.509,137.667,0.914,14.411,0.35,44.574,7.605,9.178,0.917,4.023,4.659,24.212,4.999,4.832,0.579,3.161,1.812,1.812,2.6775004863739,326,8,"W01000122",2122,44,47,1796,556,31,594,20.7,882,624,71,2001,"Conwy",7001,13,59,5,19,14,13,8,"NOC",30,8.47457627118644,32.2033898305085,23.728813559322,22.0338983050847,13.5593220338983
"L_0066",324960,483215,"Kirkby Moor Repowering",6,3,18,"Refused/Abandoned","3637","02/12/2015","Cumbria","North West","England","28/02/2015",NA,NA,"Large",2015,"2010 Onwards",0,13.2,5.6,5.6,-3.15288149548546,54.2391095338651,36.916,19.554,5.27,2.342,40.771,1.582,8.589,0.662,28.105,1.606,2.521,1.582,1.39,2.025,1.76,1.76,1.76,0,5.355,1.328,1.328,4.59202671051025,254,6,"E01019345",1174,47.7,52,1010,359,36,331,29.6,530,433,82,2015,"South Lakeland",906,1,51,15,3,32,1,NA,"LD",26,29.4117647058824,5.88235294117647,62.7450980392157,1.96078431372549,NA
"L_0067",286389,646411,"Cartland Muir Wind Farm",2,2.5,5,"Refused/Abandoned","2771","07/12/2011","Strathclyde","Scotland","Scotland","21/06/2011",NA,NA,"Large",2011,"2010 Onwards",0,2.1,1.3,1.3,-3.80917039978442,55.6978047666767,32.362,25.798,0.117,2.304,111.984,0.754,23.942,0.373,7.357,54.49,1.614,0.754,3.132,0.462,25.571,1.616,15.075,1.616,2.447,0.262,0.262,1.453782081604,212,7,"S01005726",1085,40,42,878,269,31,693,30.4,430,330,77,2011,"South Lanarkshire",8027,12,67,8,30,2,3,24,"NOC",34,11.9402985074627,44.7761194029851,2.98507462686567,4.47761194029851,35.8208955223881
"L_0068",249000,380000,"Prysan Wind Farm",0,0,9.9,"Refused/Abandoned","2578","13/04/2005","Gwynedd","Wales","Wales","18/12/1995",NA,NA,"Large",1995,"Before 2010",0,7,6.5,6.5,-4.26707883807013,53.2953786504321,53.689,2.989,2.753,1.078,139.653,1.652,7.318,0.658,78.117,16.567,0.351,1.656,7.191,4.927,0.782,0.783,4.457,0.2,3.181,1.621,1.621,1.86132276058197,78,7,"W01000020",1315,46.7,50,1123,389,35,337,23.7,558,446,80,1995,"Isle Of Anglesey",7002,13,40,1,6,0,26,7,"Ind",21,2.5,15,0,65,17.5
"L_0069",299200,301500,"Mynydd Yr Hendre Wind Farm",0,0,29.1,"Refused/Abandoned","2579","10/03/2003","Powys","Wales","Wales","01/02/1999",NA,NA,"Large",1999,"Before 2010",0,10.3,10.3,171.3,-3.48978324817417,52.60190472211,22.613,23.991,11.291,8.303,152.091,15.931,44.517,0.275,64.942,13.75,14.101,15.931,5.082,5.327,29.883,11.789,13.314,4.305,11.411,1.788,1.788,4.23034524917603,412,8,"W01000433",2316,44.8,48,1959,430,22,654,18,1032,755,73,1999,"Powys",7017,13,72,1,7,6,58,0,"Ind",37,1.38888888888889,9.72222222222222,8.33333333333333,80.5555555555556,0
"L_0070",615050,300820,"Lotus Manufacturing",3,2,6,"Refused/Abandoned","3641","29/06/2011","Norfolk","Eastern","England","28/06/2007",NA,NA,"Large",2007,"Before 2010",0,4.9,4.9,70.4,1.17135791736815,52.5626888430973,10.979,34.226,9.234,2.411,38.92,5.185,19.495,0.677,83.496,11.139,16.402,5.185,2.225,2.037,16.401,4.561,16.402,2.56,2.832,1.761,1.761,0.290249705314636,48,6,"E01026913",1639,40.4,40,1347,362,27,516,22.9,714,479,67,2007,"South Norfolk",2607,1,46,39,0,7,0,NA,"Con",24,84.7826086956522,0,15.2173913043478,0,NA
"L_0071",516050,452071,"Bonwick",5,3.4,17,"Refused/Abandoned","3642","31/03/2017","Humberside","Yorkshire and Humber","England","05/03/2015",NA,NA,"Large",2015,"2010 Onwards",0,30.7,20.3,20.3,-0.233082805187746,53.9517287650417,10.103,41.899,5.354,2.226,17.114,1.805,14.804,0.672,35.395,36.658,31.809,1.805,2.82,10.76,23.545,16.42,5.32,2.781,5.021,0.481,0.481,0.291134595870972,15,7,"E01013048",2059,44,47,1712,451,26,599,23.4,866,662,76,2015,"East Riding Of Yorkshire",2021,11,67,51,6,2,8,NA,"Con",34,76.1194029850746,8.95522388059701,2.98507462686567,11.9402985074627,NA
"L_0072",329985,756577,"Carrach Wind Farm",9,0.8,7.2,"Refused/Abandoned","2779","19/04/2013","Tayside","Scotland","Scotland","21/06/2011",NA,NA,"Large",2011,"2010 Onwards",0,5.7,1.6,1.6,-3.14484324866876,56.6956461573697,27.767,17.208,6.591,1.233,120.1,3.663,26.518,1.318,38.199,10.282,17.897,3.663,14.573,26.881,1.592,3.511,1.589,1.589,8.075,2.144,2.144,3.2419707775116,319,7,"S01000708",565,44.4,47,466,173,37,347,30.8,240,158,66,2011,"Angus",8003,12,29,5,2,3,6,13,"NOC",15,17.2413793103448,6.89655172413793,10.3448275862069,20.6896551724138,44.8275862068966
"L_0073",381900,200500,"Windmill Hill",0,0,1.5,"Refused/Abandoned","2584","05/02/2004","Gloucestershire","South West","England","06/10/2000",NA,NA,"Large",2000,"Before 2010",0,9.8,7,7,-2.26331599354561,51.7029457258218,8.044,0,2.302,1.611,100.381,3.841,21.091,0.036,6.587,50.234,8.764,3.841,9.885,4.391,9.897,3.498,9.912,0.272,1.889,1.41,1.41,2.67874550819397,213,7,"E01022370",1240,44.5,48,1025,435,42,361,39.3,534,389,73,2000,"Stroud",1605,1,55,24,18,5,8,NA,"NOC",28,43.6363636363636,32.7272727272727,9.09090909090909,14.5454545454545,NA
"L_0074",251901,236695,"Bryn Llywelyn",21,2.3,48.3,"Refused/Abandoned","3790","31/05/2016","Carmarthenshire","Wales","Wales","14/12/2010",NA,NA,"Large",2010,"Before 2010",0,0.3,0.3,62.1,-4.15918539339403,52.0088725146744,29.269,40.478,4.057,4.293,87.856,12.7,13.1,1.094,30.012,18.54,15.846,12.7,15.104,15.392,28.955,4.258,19.042,4.258,3.708,2.522,2.522,2.98776912689209,302,7,"W01000683",1059,45.4,49,907,297,33,313,23.3,452,376,83,2010,"Carmarthenshire",7009,13,74,0,11,1,31,31,"NOC",38,0,14.8648648648649,1.35135135135135,41.8918918918919,41.8918918918919
"L_0075",225820,652480,"Millour Hill Community Windfarm (Extension)",2,3,6,"Refused/Abandoned","3646","20/09/2013","Strathclyde","Scotland","Scotland","20/09/2012",NA,NA,"Large",2012,"2010 Onwards",0,6.4,6.4,6.4,-4.77566815320272,55.7343034261433,24.521,24.81,2.859,3.2,153.574,1.478,6.279,1.374,22.076,28.73,38.62,1.478,4.69,4.963,23.092,8.655,8.068,4.607,3.698,3.166,3.166,2.95772051811218,328,10,"S01004509",1030,40.2,42,824,291,35,661,30.4,409,327,80,2012,"North Ayrshire",8022,12,30,1,11,0,6,12,"NOC",16,3.33333333333333,36.6666666666667,0,20,40
"L_0076",394000,645000,"Moorsyde Wind Farm",7,3,16.1,"Refused/Abandoned","2588","06/12/2010","Northumberland","North East","England","13/01/2005",NA,NA,"Large",2005,"Before 2010",0,0.4,0.4,0.4,-2.0970234049361,55.6984188819512,11.514,9.18,2.152,1.394,9.18,6.112,21.041,0.51,80.124,13.47,10.111,6.112,7.144,5.867,9.221,4.298,9.222,4.298,7.276,0.561,0.561,1.77020907402039,77,7,"E01027382",1687,48.2,52,1457,438,30,485,23.3,796,492,62,2005,"Northumberland",2800,2,67,14,35,14,4,NA,"Lab",34,20.8955223880597,52.2388059701493,20.8955223880597,5.97014925373134,NA
"L_0077",432500,537500,"Old Quarrington (B)",0,0,2,"Refused/Abandoned","3174","26/11/2004","Durham","North East","England","14/06/2002",NA,NA,"Large",2002,"Before 2010",0,23.8,23.8,24.7,-1.49683701849238,54.7314373352101,5.309,22.255,1.021,1.065,12.66,2.303,13.355,0.389,1.289,34.123,0.962,2.303,1.473,2.497,14.54,4.488,14.54,0.698,5.108,0.912,0.912,2.96602845191956,118,7,"E01020695",1782,39.4,39,1465,371,25,595,22.9,807,564,70,2002,"Durham",1300,2,61,2,53,4,2,NA,"Lab",31,3.27868852459016,86.8852459016393,6.55737704918033,3.27868852459016,NA
"L_0077",432500,537500,"Old Quarrington (B)",0,0,2,"Refused/Abandoned","3174","26/11/2004","Durham","North East","England","14/06/2002",NA,NA,"Large",2002,"Before 2010",0,23.8,23.8,24.7,-1.49683701849238,54.7314373352101,5.309,22.255,1.021,1.065,12.66,2.303,13.355,0.389,1.289,34.123,0.962,2.303,1.473,2.497,14.54,4.488,14.54,0.698,5.108,0.912,0.912,2.96602845191956,118,7,"E01020695",1782,39.4,39,1465,371,25,595,22.9,807,564,70,2002,"Durham",1304,1,49,0,33,13,3,NA,"Lab",25,0,67.3469387755102,26.530612244898,6.12244897959184,NA
"L_0078",404300,507500,"High Moor Wind Farm",0,0,14.7,"Refused/Abandoned","2599","30/10/2011","Durham","North East","England","26/04/1996",NA,NA,"Large",1996,"Before 2010",0,6.2,6.2,27.1,-1.93517401632058,54.4628602790665,30.923,2.691,9.664,6.467,52.518,10.47,3.529,1.47,17.553,2.498,23.318,10.47,6.424,15.887,42.621,6.104,6.104,2.658,8.235,1.252,1.252,3.59579563140869,457,8,"E01020863",1390,44.7,48,1188,421,35,430,26,589,401,68,1996,"Durham",1304,1,49,0,38,7,4,NA,"Lab",25,0,77.5510204081633,14.2857142857143,8.16326530612245,NA
"L_0078",404300,507500,"High Moor Wind Farm",0,0,14.7,"Refused/Abandoned","2599","30/10/2011","Durham","North East","England","26/04/1996",NA,NA,"Large",1996,"Before 2010",0,6.2,6.2,27.1,-1.93517401632058,54.4628602790665,30.923,2.691,9.664,6.467,52.518,10.47,3.529,1.47,17.553,2.498,23.318,10.47,6.424,15.887,42.621,6.104,6.104,2.658,8.235,1.252,1.252,3.59579563140869,457,8,"E01020863",1390,44.7,48,1188,421,35,430,26,589,401,68,1996,"Durham",1300,2,72,6,56,6,4,NA,"Lab",37,8.33333333333333,77.7777777777778,8.33333333333333,5.55555555555556,NA
"L_0079",324756,960627,"Land North-West Of Seater Farm",3,0.9,2.7,"Refused/Abandoned","2789","03/08/2016","Highland","Scotland","Scotland","22/07/2015",NA,NA,"Large",2015,"2010 Onwards",0,47.3,47.3,79.3,-3.29373249125516,58.5272354050894,90.046,34.708,8.368,1.17,311.744,5.559,86.345,0.021,238.417,125.374,20.244,5.676,5.766,2.068,4.186,4.193,4.193,4.193,11.228,1.103,1.103,1.56677412986755,50,8,"S01003989",913,42.4,46,733,160,22,557,12.7,384,273,71,2015,"Highland",8018,12,80,0,8,15,36,21,"NOC",41,0,10,18.75,45,26.25
